Rk,Season,Team,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
935,1992-93,ORL,82,41,41,0.5,19880,3257,6708,2940,5819,317,889,1821,2495,1040,2566,3606,1952,542,467,1429,1925,8652,0.486,0.505,0.357,0.73,0.554,0.509
936,1992-93,PHI,82,26,56,0.317,19930,3225,7075,2895,6134,330,941,1776,2259,1031,2431,3462,2038,672,566,1362,1604,8556,0.456,0.472,0.351,0.786,0.53,0.479
937,1992-93,PHO,82,62,20,0.756,19730,3494,7093,3096,5998,398,1095,1912,2539,1141,2510,3651,2087,752,455,1359,1739,9298,0.493,0.516,0.363,0.753,0.566,0.521
938,1992-93,POR,82,51,31,0.622,19905,3361,7343,3086,6500,275,843,1901,2551,1226,2507,3733,1969,770,425,1215,1892,8898,0.458,0.475,0.326,0.745,0.526,0.476
939,1992-93,SAC,82,25,57,0.305,19780,3360,7264,3098,6476,262,788,1865,2447,1137,2281,3418,2075,768,348,1364,2085,8847,0.463,0.478,0.332,0.762,0.53,0.481
940,1992-93,SAS,82,49,33,0.598,19855,3311,6762,3075,6070,236,692,1794,2346,919,2542,3461,2012,582,514,1227,1844,8652,0.49,0.507,0.341,0.765,0.555,0.507
941,1992-93,UTA,82,47,35,0.573,19755,3336,6828,3206,6414,130,414,1907,2491,1041,2463,3504,2177,746,344,1270,1965,8709,0.489,0.5,0.314,0.766,0.55,0.498
942,1992-93,WSB,82,22,60,0.268,19805,3302,7065,3128,6487,174,578,1575,2107,1031,2317,3348,2110,673,359,1323,1795,8353,0.467,0.482,0.301,0.748,0.523,0.48
943,1991-92,ATL,82,38,44,0.463,19905,3492,7476,3282,6805,210,671,1517,2074,1288,2498,3786,2123,793,320,1255,1771,8711,0.467,0.482,0.313,0.731,0.519,0.481
944,1991-92,BOS,82,51,31,0.622,19780,3543,7196,3433,6837,110,359,1549,1917,1095,2583,3678,2072,636,484,1165,1686,8745,0.492,0.502,0.306,0.808,0.544,0.5
945,1991-92,CHH,82,31,51,0.378,19805,3613,7568,3496,7199,117,369,1637,2168,1164,2367,3531,2284,822,309,1273,1819,8980,0.477,0.486,0.317,0.755,0.527,0.485
946,1991-92,CHI,82,67,15,0.817,19830,3643,7168,3505,6714,138,454,1587,2132,1173,2439,3612,2279,672,480,1088,1693,9011,0.508,0.522,0.304,0.744,0.556,0.518
947,1991-92,CLE,82,57,25,0.695,19805,3427,7025,3174,6317,253,708,1819,2259,1041,2450,3491,2260,616,621,1073,1556,8926,0.488,0.502,0.357,0.805,0.557,0.506
948,1991-92,DAL,82,22,60,0.268,19755,3120,7104,2852,6307,268,797,1499,1999,1194,2439,3633,1630,536,349,1202,1867,8007,0.439,0.452,0.336,0.75,0.501,0.458
949,1991-92,DEN,82,24,58,0.293,19780,3262,7380,3136,6962,126,418,1526,2067,1350,2352,3702,1553,773,461,1447,1984,8176,0.442,0.45,0.301,0.738,0.493,0.451
950,1991-92,DET,82,48,34,0.585,19780,3191,6867,3026,6341,165,526,1566,2108,1210,2421,3631,1899,546,357,1212,1646,8113,0.465,0.477,0.314,0.743,0.52,0.477
951,1991-92,GSW,82,55,27,0.671,19880,3767,7427,3513,6664,254,763,1944,2606,1137,2376,3513,2064,854,375,1353,2049,9732,0.507,0.527,0.333,0.746,0.568,0.524
952,1991-92,HOU,82,42,40,0.512,19880,3273,6894,2944,5935,329,959,1491,2020,1074,2432,3506,2058,656,571,1378,1769,8366,0.475,0.496,0.343,0.738,0.537,0.499
953,1991-92,IND,82,40,42,0.488,19955,3498,7079,3165,6139,333,940,1868,2364,1083,2564,3647,2398,705,393,1402,2137,9197,0.494,0.516,0.354,0.79,0.566,0.518
954,1991-92,LAC,82,45,37,0.549,19830,3347,7076,3202,6574,145,502,1601,2223,1132,2393,3525,2053,824,498,1269,1873,8440,0.473,0.487,0.289,0.72,0.524,0.483
955,1991-92,LAL,82,43,39,0.524,19830,3183,6977,3064,6532,119,445,1744,2278,1156,2196,3352,1803,756,400,1089,1543,8229,0.456,0.469,0.267,0.766,0.516,0.465
956,1991-92,MIA,82,38,44,0.463,19830,3256,7061,2999,6310,257,751,1839,2329,1187,2366,3553,1749,670,373,1377,1819,8608,0.461,0.475,0.342,0.79,0.532,0.479
957,1991-92,MIL,82,31,51,0.378,19880,3321,7216,2950,6211,371,1005,1596,2104,1297,2172,3469,2018,863,317,1350,1904,8609,0.46,0.475,0.369,0.759,0.529,0.486
958,1991-92,MIN,82,15,67,0.183,19805,3366,7342,3240,6948,126,394,1379,1857,1167,2168,3335,2025,619,526,1157,1866,8237,0.458,0.466,0.32,0.743,0.505,0.467
959,1991-92,NJN,82,40,42,0.488,19780,3473,7580,3249,6910,224,670,1471,2009,1512,2392,3904,1937,736,615,1392,1834,8641,0.458,0.47,0.334,0.732,0.51,0.473
960,1991-92,NYK,82,51,31,0.622,19855,3312,6947,3111,6329,201,618,1503,2049,1185,2489,3674,2130,634,382,1242,1905,8328,0.477,0.492,0.325,0.734,0.531,0.491
961,1991-92,SEA,82,47,35,0.573,19855,3380,7128,3175,6481,205,647,1772,2263,1282,2257,3539,1877,775,448,1323,1952,8737,0.474,0.49,0.317,0.783,0.538,0.489
962,1991-92,ORL,82,21,61,0.256,19705,3220,7102,3023,6494,197,608,1693,2268,1171,2329,3500,1792,643,367,1389,1977,8330,0.453,0.466,0.324,0.746,0.514,0.467
963,1991-92,PHI,82,35,47,0.427,19755,3187,6761,2960,6081,227,680,1757,2267,1058,2309,3367,1755,692,482,1238,1582,8358,0.471,0.487,0.334,0.775,0.539,0.488
964,1991-92,PHO,82,53,29,0.646,19805,3553,7219,3326,6623,227,596,1861,2397,1088,2558,3646,2202,673,582,1242,1852,9194,0.492,0.502,0.381,0.776,0.556,0.508
965,1991-92,POR,82,57,25,0.695,19880,3476,7352,3151,6408,325,944,1858,2463,1294,2549,3843,2065,753,410,1328,1983,9135,0.473,0.492,0.344,0.754,0.541,0.495
966,1991-92,SAC,82,29,53,0.354,19830,3348,7189,3110,6514,238,675,1615,2162,1054,2354,3408,1957,727,618,1360,1763,8549,0.466,0.477,0.353,0.747,0.525,0.482
967,1991-92,SAS,82,47,35,0.573,19780,3377,7090,3259,6686,118,404,1652,2246,1229,2552,3781,2010,729,608,1308,1799,8524,0.476,0.487,0.292,0.736,0.528,0.485
968,1991-92,UTA,82,55,27,0.671,19880,3379,6866,3221,6408,158,458,1961,2490,1097,2543,3640,2188,715,448,1264,1746,8877,0.492,0.503,0.345,0.788,0.557,0.504
969,1991-92,WSB,82,25,57,0.305,19855,3364,7301,3218,6764,146,537,1521,1956,1069,2345,3414,2011,713,422,1254,1852,8395,0.461,0.476,0.272,0.778,0.514,0.471
970,1990-91,ATL,82,43,39,0.524,19755,3349,7223,3078,6387,271,836,2034,2544,1235,2420,3655,1864,729,374,1231,1768,9003,0.464,0.482,0.324,0.8,0.54,0.482
971,1990-91,BOS,82,56,26,0.683,19805,3695,7214,3586,6868,109,346,1646,1997,1088,2697,3785,2160,672,565,1320,1695,9145,0.512,0.522,0.315,0.824,0.565,0.52
972,1990-91,CHH,82,26,56,0.317,19805,3286,7033,3155,6616,131,417,1725,2214,1027,2200,3227,2019,759,304,1290,1946,8428,0.467,0.477,0.314,0.779,0.526,0.477
973,1990-91,CHI,82,61,21,0.744,19755,3632,7125,3477,6701,155,424,1605,2111,1148,2342,3490,2212,822,438,1184,1751,9024,0.51,0.519,0.366,0.76,0.56,0.521
974,1990-91,CLE,82,33,49,0.402,19830,3259,6857,3099,6378,160,479,1665,2176,1011,2329,3340,2240,643,450,1281,1672,8343,0.475,0.486,0.334,0.765,0.534,0.487
975,1990-91,DAL,82,28,54,0.341,19805,3245,6890,3052,6290,193,600,1512,1986,984,2360,3344,1821,581,397,1186,1840,8195,0.471,0.485,0.322,0.761,0.528,0.485
976,1990-91,DEN,82,20,62,0.244,19730,3901,8868,3601,7809,300,1059,1726,2263,1520,2530,4050,2005,856,406,1332,2235,9828,0.44,0.461,0.283,0.763,0.498,0.457
977,1990-91,DET,82,50,32,0.61,19805,3194,6875,3063,6435,131,440,1686,2211,1206,2452,3658,1825,487,367,1181,1869,8205,0.465,0.476,0.298,0.763,0.523,0.474
978,1990-91,GSW,82,44,38,0.537,19805,3566,7346,3296,6545,270,801,2162,2761,1113,2306,3419,1954,803,378,1359,2207,9564,0.485,0.504,0.337,0.783,0.559,0.504
979,1990-91,HOU,82,52,30,0.634,19855,3403,7287,3087,6298,316,989,1631,2200,1275,2508,3783,1906,796,409,1402,1874,8753,0.467,0.49,0.32,0.741,0.53,0.489
980,1990-91,IND,82,41,41,0.5,19805,3450,6994,3201,6245,249,749,2010,2479,1018,2376,3394,2181,658,357,1355,2088,9159,0.493,0.513,0.332,0.811,0.566,0.511
981,1990-91,LAC,82,31,51,0.378,19805,3391,7315,3278,6881,113,434,1596,2273,1246,2500,3746,2119,725,507,1438,2043,8491,0.464,0.476,0.26,0.702,0.511,0.471
982,1990-91,LAL,82,58,24,0.707,19830,3343,6911,3117,6167,226,744,1805,2261,1078,2440,3518,2091,642,384,1203,1524,8717,0.484,0.505,0.304,0.798,0.551,0.5
983,1990-91,MIA,82,24,58,0.293,19780,3280,7139,3140,6675,140,464,1649,2307,1232,2302,3534,1904,756,387,1551,2080,8349,0.459,0.47,0.302,0.715,0.512,0.469
984,1990-91,MIL,82,48,34,0.585,19855,3337,6948,3080,6195,257,753,1796,2241,1079,2162,3241,2075,894,330,1321,2033,8727,0.48,0.497,0.341,0.801,0.55,0.499
985,1990-91,MIN,82,29,53,0.354,19905,3265,7276,3157,6895,108,381,1531,2082,1275,2113,3388,1885,712,440,1062,1864,8169,0.449,0.458,0.283,0.735,0.499,0.456
986,1990-91,NJN,82,26,56,0.317,19830,3311,7459,3150,6873,161,586,1658,2245,1400,2348,3748,1782,748,600,1423,1954,8441,0.444,0.458,0.275,0.739,0.5,0.455
987,1990-91,NYK,82,39,43,0.476,19955,3308,6822,3123,6264,185,558,1654,2147,1053,2436,3489,2172,638,418,1379,1764,8455,0.485,0.499,0.332,0.77,0.544,0.498
988,1990-91,SEA,82,41,41,0.5,19880,3500,7117,3364,6690,136,427,1608,2143,1222,2173,3395,2042,861,380,1404,1973,8744,0.492,0.503,0.319,0.75,0.542,0.501
989,1990-91,ORL,82,31,51,0.378,19780,3298,7256,3028,6502,270,754,1818,2447,1233,2429,3662,1809,602,306,1391,1976,8684,0.455,0.466,0.358,0.743,0.521,0.473
990,1990-91,PHI,82,44,38,0.537,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641,0.475,0.491,0.316,0.79,0.542,0.489
991,1990-91,PHO,82,55,27,0.671,19730,3573,7199,3435,6767,138,432,2064,2680,1132,2598,3730,2209,687,535,1302,1850,9348,0.496,0.508,0.319,0.77,0.558,0.506
992,1990-91,POR,82,63,19,0.768,19905,3577,7369,3236,6465,341,904,1912,2538,1202,2561,3763,2254,724,410,1309,1975,9407,0.485,0.501,0.377,0.753,0.554,0.509
993,1990-91,SAC,82,25,57,0.305,19705,3086,6818,2870,6240,216,578,1540,2105,1027,2218,3245,1991,631,513,1272,2075,7928,0.453,0.46,0.374,0.732,0.512,0.468
994,1990-91,SAS,82,55,27,0.671,19830,3409,6988,3328,6691,81,297,1883,2459,1131,2657,3788,2140,670,571,1445,1896,8782,0.488,0.497,0.273,0.766,0.544,0.494
995,1990-91,UTA,82,54,28,0.659,19780,3214,6537,3066,6079,148,458,1951,2472,867,2474,3341,2217,652,451,1305,1796,8527,0.492,0.504,0.323,0.789,0.559,0.503
996,1990-91,WSB,82,30,52,0.366,19855,3390,7268,3335,6984,55,284,1478,2028,1173,2390,3563,2081,588,468,1359,1927,8313,0.466,0.478,0.194,0.729,0.509,0.47
997,1989-90,ATL,82,41,41,0.5,19730,3417,7019,3293,6608,124,411,1943,2544,1273,2187,3460,1820,717,353,1270,1871,8901,0.487,0.498,0.302,0.764,0.547,0.496
998,1989-90,BOS,82,52,30,0.634,19705,3563,7148,3457,6744,106,404,1791,2153,1066,2707,3773,2423,539,455,1256,1717,9023,0.498,0.513,0.262,0.832,0.557,0.506
999,1989-90,CHH,82,19,63,0.232,19755,3270,7183,3065,6572,205,611,1487,1967,962,2211,3173,2080,778,262,1226,1889,8232,0.455,0.466,0.336,0.756,0.511,0.47
1000,1989-90,CHI,82,55,27,0.671,19830,3531,7090,3281,6421,250,669,1665,2140,1075,2279,3354,2172,814,388,1247,1906,8977,0.498,0.511,0.374,0.778,0.559,0.516
1001,1989-90,CLE,82,42,40,0.512,19880,3214,6977,2868,6126,346,851,1637,2201,1128,2380,3508,2106,645,512,1243,1666,8411,0.461,0.468,0.407,0.744,0.529,0.485
1002,1989-90,DAL,82,47,35,0.573,19855,3246,6831,3089,6345,157,486,1735,2261,1042,2419,3461,1776,664,398,1228,1733,8384,0.475,0.487,0.323,0.767,0.536,0.487
1003,1989-90,DEN,82,43,39,0.524,19805,3716,8015,3488,7338,228,677,1737,2201,1169,2532,3701,2275,814,329,1136,2047,9397,0.464,0.475,0.337,0.789,0.523,0.478
1004,1989-90,DET,82,59,23,0.72,19805,3333,6980,3156,6439,177,541,1713,2252,1185,2458,3643,1996,512,418,1233,1961,8556,0.478,0.49,0.327,0.761,0.537,0.49
1005,1989-90,GSW,82,37,45,0.451,19705,3489,7208,3246,6458,243,750,2313,2858,915,2385,3300,1978,756,488,1415,2010,9534,0.484,0.503,0.324,0.809,0.563,0.501
1006,1989-90,HOU,82,41,41,0.5,19805,3483,7250,3330,6759,153,491,1633,2267,1217,2638,3855,2194,809,551,1513,1934,8752,0.48,0.493,0.312,0.72,0.531,0.491
1007,1989-90,IND,82,42,40,0.512,19880,3381,6807,3087,6037,294,770,1906,2335,940,2388,3328,2023,552,350,1342,1972,8962,0.497,0.511,0.382,0.816,0.572,0.518
1008,1989-90,LAC,82,30,52,0.366,19805,3319,6853,3263,6623,56,230,1815,2458,1056,2362,3418,1978,782,507,1547,1859,8509,0.484,0.493,0.243,0.738,0.536,0.488
1009,1989-90,LAL,82,63,19,0.768,19855,3434,7010,3125,6169,309,841,1902,2417,1097,2460,3557,2232,655,445,1226,1737,9079,0.49,0.507,0.367,0.787,0.562,0.512
1010,1989-90,MIA,82,18,64,0.22,19730,3383,7345,3295,7045,88,300,1393,2028,1242,2313,3555,1957,736,388,1557,2123,8247,0.461,0.468,0.293,0.687,0.501,0.467
1011,1989-90,MIL,82,44,38,0.537,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691,0.473,0.49,0.312,0.758,0.533,0.488
1012,1989-90,MIN,82,22,60,0.268,19855,3067,6876,2994,6582,73,294,1596,2137,1196,2053,3249,1844,789,344,1197,1901,7803,0.446,0.455,0.248,0.747,0.499,0.451
1013,1989-90,NJN,82,17,65,0.207,19705,3157,7415,3017,6909,140,506,1754,2350,1363,2324,3687,1475,774,481,1360,1952,8208,0.426,0.437,0.277,0.746,0.486,0.435
1014,1989-90,NYK,82,45,37,0.549,19830,3434,7089,3198,6379,236,710,1775,2349,1187,2426,3613,2140,714,492,1412,1828,8879,0.484,0.501,0.332,0.756,0.547,0.501
1015,1989-90,SEA,82,41,41,0.5,19905,3466,7243,3235,6593,231,650,1606,2167,1323,2255,3578,1874,701,335,1336,2064,8769,0.479,0.491,0.355,0.741,0.535,0.494
1016,1989-90,ORL,82,18,64,0.22,19805,3457,7525,3341,7132,116,393,2060,2725,1304,2465,3769,1993,617,294,1407,1975,9090,0.459,0.468,0.295,0.756,0.521,0.467
1017,1989-90,PHI,82,53,29,0.646,19805,3437,7028,3248,6485,189,543,1976,2509,1111,2406,3517,1932,687,365,1209,1697,9039,0.489,0.501,0.348,0.788,0.556,0.502
1018,1989-90,PHO,82,54,28,0.659,19855,3544,7139,3368,6596,176,543,2159,2716,1053,2651,3704,2109,668,501,1275,1825,9423,0.496,0.511,0.324,0.795,0.565,0.509
1019,1989-90,POR,82,59,23,0.72,19880,3572,7547,3382,6982,190,565,2031,2734,1355,2552,3907,2085,749,364,1356,2048,9365,0.473,0.484,0.336,0.743,0.535,0.486
1020,1989-90,SAC,82,23,59,0.28,19755,3305,7056,3089,6407,216,649,1515,1964,952,2363,3315,2052,546,392,1239,1863,8341,0.468,0.482,0.333,0.771,0.527,0.484
1021,1989-90,SAS,82,56,26,0.683,19730,3388,6997,3334,6771,54,226,1888,2535,1163,2474,3637,2037,799,554,1399,1854,8718,0.484,0.492,0.239,0.745,0.537,0.488
1022,1989-90,UTA,82,55,27,0.671,19830,3330,6593,3104,5963,226,630,1874,2484,953,2501,3454,2212,677,491,1410,2031,8760,0.505,0.521,0.359,0.754,0.57,0.522
1023,1989-90,WSB,82,31,51,0.378,19830,3598,7581,3561,7384,37,197,1599,2093,1198,2450,3648,2214,561,424,1201,1929,8832,0.475,0.482,0.188,0.764,0.519,0.477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
