Rk,Season,Team,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
1,2023-24,ATL,82,36,46,0.439,19855,3529,7584,2404,4492,1125,3092,1520,1906,1024,2639,3663,2180,615,369,1110,1522,9703,0.465,0.535,0.364,0.797,0.576,0.539
2,2023-24,BOS,82,64,18,0.78,19830,3601,7396,2250,3914,1351,3482,1334,1654,876,2923,3799,2207,557,538,979,1326,9887,0.487,0.575,0.388,0.807,0.609,0.578
3,2023-24,CHO,82,21,61,0.256,19730,3281,7133,2292,4345,989,2788,1189,1512,765,2538,3303,2033,562,371,1129,1472,8740,0.46,0.528,0.355,0.786,0.56,0.529
4,2023-24,CHI,82,39,43,0.476,19980,3448,7339,2507,4709,941,2630,1369,1731,916,2677,3593,2048,638,394,1004,1541,9206,0.47,0.532,0.358,0.791,0.568,0.534
5,2023-24,CLE,82,48,34,0.585,19805,3425,7148,2317,4132,1108,3016,1278,1671,807,2742,3549,2299,605,380,1112,1436,9236,0.479,0.561,0.367,0.765,0.586,0.557
6,2023-24,DAL,82,50,32,0.61,19705,3535,7352,2338,4110,1197,3242,1397,1842,797,2724,3521,2106,563,406,1027,1500,9664,0.481,0.569,0.369,0.758,0.592,0.562
7,2023-24,DEN,82,57,25,0.695,19705,3610,7279,2652,4719,958,2560,1240,1628,881,2763,3644,2415,585,457,1036,1489,9418,0.496,0.562,0.374,0.762,0.589,0.562
8,2023-24,DET,82,14,68,0.171,19755,3353,7236,2447,4634,906,2602,1398,1780,861,2692,3553,2088,531,384,1248,1688,9010,0.463,0.528,0.348,0.785,0.562,0.526
9,2023-24,GSW,82,46,36,0.561,19830,3582,7515,2371,4324,1211,3191,1282,1644,996,2834,3830,2402,572,377,1174,1598,9657,0.477,0.548,0.38,0.78,0.586,0.557
10,2023-24,HOU,82,41,41,0.5,19855,3425,7459,2382,4495,1043,2964,1482,1916,940,2787,3727,2035,639,375,1045,1702,9375,0.459,0.53,0.352,0.773,0.565,0.529
11,2023-24,IND,82,47,35,0.573,19705,3855,7599,2773,4708,1082,2891,1318,1685,827,2578,3405,2522,631,481,1059,1756,10110,0.507,0.589,0.374,0.782,0.606,0.578
12,2023-24,LAC,82,51,31,0.622,19705,3473,7108,2437,4389,1036,2719,1499,1817,822,2701,3523,2097,640,413,1078,1519,9481,0.489,0.555,0.381,0.825,0.599,0.561
13,2023-24,LAL,82,47,35,0.573,19855,3580,7177,2611,4605,969,2572,1550,1983,676,2859,3535,2340,605,453,1146,1283,9679,0.499,0.567,0.377,0.782,0.601,0.566
14,2023-24,MEM,82,27,55,0.329,19780,3145,7230,2074,4133,1071,3097,1316,1722,896,2598,3494,2025,673,501,1236,1563,8677,0.435,0.502,0.346,0.764,0.543,0.509
15,2023-24,MIA,82,46,36,0.561,19755,3266,7022,2244,4257,1022,2765,1478,1806,766,2702,3468,2116,617,280,1038,1415,9032,0.465,0.527,0.37,0.818,0.578,0.538
16,2023-24,MIL,82,49,33,0.598,19805,3538,7258,2375,4136,1163,3122,1517,1960,772,2850,3622,2176,558,413,1059,1574,9756,0.487,0.574,0.373,0.774,0.601,0.568
17,2023-24,MIN,82,56,26,0.683,19805,3383,6974,2346,4293,1037,2681,1461,1881,770,2807,3577,2184,647,497,1162,1544,9264,0.485,0.546,0.387,0.777,0.594,0.559
18,2023-24,BRK,82,32,50,0.39,19805,3334,7307,2245,4297,1089,3010,1293,1711,938,2675,3613,2102,556,424,1076,1516,9050,0.456,0.522,0.362,0.756,0.561,0.531
19,2023-24,NOP,82,49,33,0.598,19705,3484,7165,2461,4492,1023,2673,1445,1873,852,2753,3605,2210,684,378,1067,1508,9436,0.486,0.548,0.383,0.771,0.591,0.558
20,2023-24,NYK,82,50,32,0.61,19730,3385,7272,2302,4336,1083,2936,1396,1789,1039,2665,3704,1998,612,336,1085,1447,9249,0.465,0.531,0.369,0.78,0.574,0.54
21,2023-24,OKC,82,57,25,0.695,19805,3653,7324,2563,4519,1090,2805,1451,1759,722,2725,3447,2223,694,538,1039,1545,9847,0.499,0.567,0.389,0.825,0.608,0.573
22,2023-24,ORL,82,47,35,0.573,19780,3318,6964,2415,4396,903,2568,1519,2002,861,2608,3469,2023,669,423,1206,1618,9058,0.476,0.549,0.352,0.759,0.577,0.541
23,2023-24,PHI,82,47,35,0.573,19780,3404,7331,2412,4598,992,2733,1597,1934,906,2616,3522,2041,694,492,984,1668,9397,0.464,0.525,0.363,0.826,0.574,0.532
24,2023-24,PHO,82,49,33,0.598,19780,3482,7063,2462,4392,1020,2671,1548,1915,831,2783,3614,2218,610,492,1221,1475,9532,0.493,0.561,0.382,0.808,0.603,0.565
25,2023-24,POR,82,21,61,0.256,19880,3227,7356,2288,4633,939,2723,1329,1680,1036,2469,3505,1894,627,354,1249,1654,8722,0.439,0.494,0.345,0.791,0.539,0.503
26,2023-24,SAC,82,46,36,0.561,19855,3553,7455,2375,4236,1178,3219,1274,1710,888,2719,3607,2324,625,342,1078,1632,9558,0.477,0.561,0.366,0.745,0.582,0.556
27,2023-24,SAS,82,22,60,0.268,19830,3438,7436,2402,4453,1036,2983,1280,1637,849,2778,3627,2449,584,520,1242,1414,9192,0.462,0.539,0.347,0.782,0.563,0.532
28,2023-24,TOR,82,25,57,0.305,19805,3466,7356,2524,4644,942,2712,1339,1772,891,2607,3498,2335,634,388,1147,1509,9213,0.471,0.543,0.347,0.756,0.566,0.535
29,2023-24,UTA,82,31,51,0.378,19805,3443,7371,2383,4378,1060,2993,1538,1853,1002,2725,3727,2232,537,458,1285,1523,9484,0.467,0.544,0.354,0.83,0.579,0.539
30,2023-24,WAS,82,15,67,0.183,19730,3523,7493,2508,4578,1015,2915,1266,1657,755,2613,3368,2288,623,415,1147,1637,9327,0.47,0.548,0.348,0.764,0.567,0.538
31,2022-23,ATL,82,41,41,0.5,19855,3658,7574,2776,5069,882,2505,1513,1850,920,2719,3639,2049,580,401,1060,1541,9711,0.483,0.548,0.352,0.818,0.579,0.541
32,2022-23,BOS,82,57,25,0.695,19980,3460,7278,2145,3786,1315,3492,1436,1769,796,2921,3717,2186,521,430,1095,1542,9671,0.475,0.567,0.377,0.812,0.6,0.566
33,2022-23,CHO,82,27,55,0.329,19830,3385,7413,2504,4744,881,2669,1447,1933,901,2751,3652,2062,634,425,1164,1661,9098,0.457,0.528,0.33,0.749,0.55,0.516
34,2022-23,CHI,82,40,42,0.488,19905,3488,7116,2634,4749,854,2367,1446,1788,694,2779,3473,2006,644,371,1097,1551,9276,0.49,0.555,0.361,0.809,0.587,0.55
35,2022-23,CLE,82,51,31,0.622,19880,3408,6984,2458,4395,950,2589,1439,1844,795,2574,3369,2045,586,384,1094,1560,9205,0.488,0.559,0.367,0.78,0.59,0.556
36,2022-23,DAL,82,38,44,0.463,19930,3283,6909,2037,3547,1246,3362,1554,2057,625,2556,3181,1880,514,304,1002,1697,9366,0.475,0.574,0.371,0.755,0.599,0.565
37,2022-23,DEN,82,53,29,0.646,19755,3574,7088,2605,4529,969,2559,1378,1834,828,2699,3527,2368,618,368,1192,1525,9495,0.504,0.575,0.379,0.751,0.601,0.573
38,2022-23,DET,82,17,65,0.207,19805,3244,7140,2310,4481,934,2659,1623,2106,916,2564,3480,1884,574,308,1237,1813,9045,0.454,0.516,0.351,0.771,0.561,0.52
39,2022-23,GSW,82,44,38,0.537,19830,3538,7393,2175,3853,1363,3540,1314,1655,864,2793,3657,2446,588,323,1336,1757,9753,0.479,0.564,0.385,0.794,0.6,0.571
40,2022-23,HOU,82,22,60,0.268,19755,3329,7287,2473,4668,856,2619,1567,2078,1100,2695,3795,1835,600,374,1332,1679,9081,0.457,0.53,0.327,0.754,0.554,0.516
41,2022-23,IND,82,35,47,0.427,19755,3444,7345,2332,4315,1112,3030,1535,1944,832,2575,3407,2213,631,478,1225,1741,9535,0.469,0.54,0.367,0.79,0.581,0.545
42,2022-23,LAC,82,44,38,0.537,19830,3370,7059,2329,4324,1041,2735,1533,1962,803,2742,3545,1959,580,364,1167,1598,9314,0.477,0.539,0.381,0.781,0.588,0.551
43,2022-23,LAL,82,43,39,0.524,19880,3516,7298,2631,4740,885,2558,1691,2182,818,2930,3748,2072,526,378,1154,1466,9608,0.482,0.555,0.346,0.775,0.582,0.542
44,2022-23,MEM,82,51,31,0.622,19780,3585,7551,2600,4744,985,2807,1432,1954,988,2835,3823,2135,680,473,1116,1643,9587,0.475,0.548,0.351,0.733,0.57,0.54
45,2022-23,MIA,82,44,38,0.537,19805,3215,6991,2235,4139,980,2852,1567,1885,796,2533,3329,1955,655,243,1106,1516,8977,0.46,0.54,0.344,0.831,0.574,0.53
46,2022-23,MIL,82,58,24,0.707,19830,3504,7411,2287,4105,1217,3306,1364,1837,914,3074,3988,2115,521,403,1199,1481,9589,0.473,0.557,0.368,0.743,0.583,0.555
47,2022-23,MIN,82,42,40,0.512,19830,3515,7167,2518,4436,997,2731,1467,1942,749,2686,3435,2145,657,444,1258,1768,9494,0.49,0.568,0.365,0.755,0.592,0.56
48,2022-23,BRK,82,45,37,0.549,19730,3399,6978,2351,4207,1048,2771,1449,1811,674,2648,3322,2093,585,506,1127,1730,9295,0.487,0.559,0.378,0.8,0.598,0.562
49,2022-23,NOP,82,42,40,0.512,19855,3447,7180,2548,4712,899,2468,1585,2000,866,2717,3583,2122,681,337,1196,1678,9378,0.48,0.541,0.364,0.793,0.582,0.543
50,2022-23,NYK,82,47,35,0.573,19955,3444,7328,2407,4398,1037,2930,1589,2087,1031,2790,3821,1880,527,340,1065,1666,9514,0.47,0.547,0.354,0.761,0.577,0.541
51,2022-23,OKC,82,40,42,0.488,19855,3533,7590,2538,4793,995,2797,1572,1944,934,2645,3579,2002,676,341,1069,1722,9633,0.465,0.53,0.356,0.809,0.57,0.531
52,2022-23,ORL,82,34,48,0.415,19780,3323,7074,2440,4523,883,2551,1607,2050,833,2713,3546,1906,603,382,1236,1652,9136,0.47,0.539,0.346,0.784,0.573,0.532
53,2022-23,PHI,82,54,28,0.659,19880,3347,6870,2312,4195,1035,2675,1719,2058,715,2641,3356,2063,635,389,1121,1675,9448,0.487,0.551,0.387,0.835,0.608,0.563
54,2022-23,PHO,82,45,37,0.549,19780,3453,7388,2452,4714,1001,2674,1412,1781,971,2657,3628,2235,585,432,1110,1739,9319,0.467,0.52,0.374,0.793,0.57,0.535
55,2022-23,POR,82,33,49,0.402,19730,3317,7001,2261,4108,1056,2893,1609,2021,774,2551,3325,1981,553,376,1185,1643,9299,0.474,0.55,0.365,0.796,0.589,0.549
56,2022-23,SAC,82,48,34,0.585,19830,3573,7232,2445,4172,1128,3060,1624,2055,782,2699,3481,2237,574,275,1106,1616,9898,0.494,0.586,0.369,0.79,0.608,0.572
57,2022-23,SAS,82,22,60,0.268,19855,3533,7593,2622,4953,911,2640,1292,1739,965,2619,3584,2232,572,322,1253,1630,9269,0.465,0.529,0.345,0.743,0.554,0.525
58,2022-23,TOR,82,41,41,0.5,19805,3434,7489,2554,4863,880,2626,1506,1922,1043,2485,3528,1961,772,424,956,1641,9254,0.459,0.525,0.335,0.784,0.555,0.517
59,2022-23,UTA,82,37,45,0.451,19805,3485,7365,2391,4266,1094,3099,1536,1955,968,2794,3762,2129,500,429,1259,1679,9600,0.473,0.56,0.353,0.786,0.584,0.547
60,2022-23,WAS,82,35,47,0.427,19755,3456,7127,2531,4526,925,2601,1442,1838,774,2804,3578,2083,561,424,1158,1539,9279,0.485,0.559,0.356,0.785,0.585,0.55
61,2021-22,ATL,82,43,39,0.524,19705,3401,7241,2345,4420,1056,2821,1485,1829,823,2783,3606,2017,587,348,972,1534,9343,0.47,0.531,0.374,0.812,0.581,0.543
62,2021-22,BOS,82,51,31,0.622,19905,3341,7167,2256,4123,1085,3044,1397,1713,863,2915,3778,2036,591,478,1118,1521,9164,0.466,0.547,0.356,0.816,0.578,0.542
63,2021-22,CHO,82,43,39,0.524,19880,3508,7497,2365,4367,1143,3130,1298,1753,888,2767,3655,2302,707,402,1087,1629,9457,0.468,0.542,0.365,0.74,0.572,0.544
64,2021-22,CHI,82,46,36,0.561,19730,3422,7127,2550,4763,872,2364,1436,1766,711,2760,3471,1958,585,336,1053,1540,9152,0.48,0.535,0.369,0.813,0.579,0.541
65,2021-22,CLE,82,44,38,0.537,19730,3255,6940,2302,4254,953,2686,1376,1810,837,2786,3623,2064,580,343,1181,1433,8839,0.469,0.541,0.355,0.76,0.571,0.538
66,2021-22,DAL,82,52,30,0.634,19755,3222,6982,2149,3919,1073,3063,1341,1739,759,2769,3528,1918,552,325,1025,1612,8858,0.461,0.548,0.35,0.771,0.572,0.538
67,2021-22,DEN,82,48,34,0.585,19805,3416,7079,2377,4135,1039,2944,1372,1725,752,2865,3617,2279,592,305,1189,1639,9243,0.483,0.575,0.353,0.795,0.59,0.556
68,2021-22,DET,82,23,59,0.28,19780,3129,7267,2204,4429,925,2838,1413,1806,900,2625,3525,1924,630,393,1163,1799,8596,0.431,0.498,0.326,0.782,0.533,0.494
69,2021-22,GSW,82,53,29,0.646,19730,3323,7087,2147,3856,1176,3231,1280,1665,800,2930,3730,2223,719,372,1221,1723,9102,0.469,0.557,0.364,0.769,0.582,0.552
70,2021-22,HOU,82,20,62,0.244,19755,3229,7083,2124,3913,1105,3170,1434,2010,786,2660,3446,1932,600,382,1351,1692,8997,0.456,0.543,0.349,0.713,0.565,0.534
71,2021-22,IND,82,25,57,0.305,19880,3398,7338,2401,4439,997,2899,1347,1754,925,2671,3596,2081,582,457,1183,1675,9140,0.463,0.541,0.344,0.768,0.564,0.531
72,2021-22,LAC,82,42,40,0.512,19780,3285,7170,2238,4368,1047,2802,1273,1606,747,2860,3607,1969,608,406,1126,1528,8890,0.458,0.512,0.374,0.793,0.564,0.531
73,2021-22,LAL,82,33,49,0.402,19980,3415,7279,2433,4453,982,2826,1380,1884,782,2826,3608,1968,626,425,1191,1654,9192,0.469,0.546,0.347,0.732,0.567,0.537
74,2021-22,MEM,82,56,26,0.683,19780,3571,7739,2626,5060,945,2679,1393,1898,1159,2873,4032,2131,800,533,1082,1620,9480,0.461,0.519,0.353,0.734,0.553,0.522
75,2021-22,MIA,82,53,29,0.646,19855,3246,6954,2132,4018,1114,2936,1416,1753,807,2778,3585,2090,606,265,1194,1679,9022,0.467,0.531,0.379,0.808,0.584,0.547
76,2021-22,MIL,82,51,31,0.622,19755,3429,7331,2276,4180,1153,3151,1459,1881,840,2990,3830,1960,623,326,1100,1494,9470,0.468,0.544,0.366,0.776,0.58,0.546
77,2021-22,MIN,82,46,36,0.561,19780,3411,7458,2200,4072,1211,3386,1474,1894,921,2700,3621,2106,721,460,1175,1786,9507,0.457,0.54,0.358,0.778,0.573,0.539
78,2021-22,BRK,82,44,38,0.537,19755,3442,7251,2502,4649,940,2602,1434,1781,844,2796,3640,2071,582,448,1153,1670,9258,0.475,0.538,0.361,0.805,0.576,0.54
79,2021-22,NOP,82,36,46,0.439,19755,3294,7212,2421,4583,873,2629,1501,1903,981,2726,3707,2047,680,328,1153,1612,8962,0.457,0.528,0.332,0.789,0.557,0.517
80,2021-22,NYK,82,37,45,0.451,19780,3088,7069,2006,4040,1082,3029,1473,1980,941,2841,3782,1793,570,399,1087,1672,8731,0.437,0.497,0.357,0.744,0.55,0.513
81,2021-22,OKC,82,24,58,0.293,19805,3141,7310,2150,4244,991,3066,1233,1632,854,2887,3741,1822,622,380,1145,1497,8506,0.43,0.507,0.323,0.756,0.53,0.497
82,2021-22,ORL,82,22,60,0.268,19780,3139,7240,2140,4218,999,3022,1270,1614,746,2885,3631,1947,555,367,1188,1612,8547,0.434,0.507,0.331,0.787,0.538,0.503
83,2021-22,PHI,82,51,31,0.622,19805,3230,6932,2280,4324,950,2608,1605,1955,700,2770,3470,1945,633,435,1027,1590,9015,0.466,0.527,0.364,0.821,0.578,0.534
84,2021-22,PHO,82,64,18,0.78,19730,3581,7389,2630,4773,951,2616,1303,1635,801,2913,3714,2244,702,359,1060,1633,9416,0.485,0.551,0.364,0.797,0.581,0.549
85,2021-22,POR,82,27,55,0.329,19730,3161,7144,2118,4127,1043,3017,1346,1771,854,2661,3515,1880,657,366,1187,1728,8711,0.442,0.513,0.346,0.76,0.55,0.515
86,2021-22,SAC,82,30,52,0.366,19805,3321,7223,2384,4501,937,2722,1466,1908,784,2737,3521,1943,588,369,1156,1552,9045,0.46,0.53,0.344,0.768,0.561,0.525
87,2021-22,SAS,82,34,48,0.415,19805,3546,7601,2621,4975,925,2626,1262,1673,901,2815,3716,2289,626,403,1042,1483,9279,0.467,0.527,0.352,0.754,0.556,0.527
88,2021-22,TOR,82,48,34,0.585,19855,3332,7489,2353,4681,979,2808,1327,1749,1095,2622,3717,1809,738,376,1021,1607,8970,0.445,0.503,0.349,0.759,0.543,0.51
89,2021-22,UTA,82,49,33,0.598,19730,3327,7067,2135,3759,1192,3308,1470,1916,884,2916,3800,1836,588,402,1149,1547,9316,0.471,0.568,0.36,0.767,0.589,0.555
90,2021-22,WAS,82,35,47,0.427,19830,3327,7056,2467,4544,860,2512,1393,1778,737,2798,3535,2052,522,406,1077,1545,8907,0.472,0.543,0.342,0.783,0.568,0.532
91,2020-21,ATL,72,41,31,0.569,17405,2937,6281,2042,3879,895,2402,1417,1745,760,2525,3285,1737,503,342,953,1392,8186,0.468,0.526,0.373,0.812,0.581,0.539
92,2020-21,BOS,72,36,36,0.5,17380,2985,6401,2006,3783,979,2618,1160,1496,765,2421,3186,1689,556,383,1012,1471,8109,0.466,0.53,0.374,0.775,0.574,0.543
93,2020-21,CHO,72,33,39,0.458,17355,2875,6324,1890,3658,985,2666,1146,1505,762,2389,3151,1933,565,344,1069,1298,7881,0.455,0.517,0.369,0.761,0.564,0.532
94,2020-21,CHI,72,31,41,0.431,17380,3035,6380,2131,3934,904,2446,995,1258,693,2544,3237,1927,482,304,1089,1362,7969,0.476,0.542,0.37,0.791,0.575,0.547
95,2020-21,CLE,72,22,50,0.306,17430,2778,6175,2058,4034,720,2141,1200,1614,751,2327,3078,1716,559,325,1114,1308,7476,0.45,0.51,0.336,0.743,0.543,0.508
96,2020-21,DAL,72,42,30,0.583,17305,2958,6287,1964,3543,994,2744,1186,1524,657,2463,3120,1647,450,311,869,1396,8096,0.47,0.554,0.362,0.778,0.582,0.55
97,2020-21,DEN,72,47,25,0.653,17480,3114,6422,2187,3960,927,2462,1129,1406,758,2442,3200,1933,582,323,972,1374,8284,0.485,0.552,0.377,0.803,0.588,0.557
98,2020-21,DET,72,20,52,0.278,17430,2783,6162,1951,3792,832,2370,1278,1683,694,2381,3075,1743,531,371,1075,1477,7676,0.452,0.515,0.351,0.759,0.556,0.519
99,2020-21,GSW,72,39,33,0.542,17305,2973,6347,1925,3558,1048,2789,1193,1520,574,2524,3098,1991,587,342,1080,1526,8187,0.468,0.541,0.376,0.785,0.583,0.551
100,2020-21,HOU,72,17,55,0.236,17305,2826,6372,1834,3449,992,2923,1189,1606,671,2396,3067,1699,546,361,1060,1407,7833,0.444,0.532,0.339,0.74,0.553,0.521
101,2020-21,IND,72,34,38,0.472,17455,3115,6567,2226,4122,889,2445,1183,1493,648,2424,3072,1973,611,460,975,1453,8302,0.474,0.54,0.364,0.792,0.575,0.542
102,2020-21,LAC,72,47,25,0.653,17280,3009,6242,1982,3744,1027,2498,1164,1387,678,2501,3179,1756,509,295,950,1383,8209,0.482,0.529,0.411,0.839,0.599,0.564
103,2020-21,LAL,72,42,30,0.583,17455,2925,6197,2129,3949,796,2248,1241,1679,695,2490,3185,1775,562,386,1095,1377,7887,0.472,0.539,0.354,0.739,0.569,0.536
104,2020-21,MEM,72,38,34,0.528,17405,3085,6608,2282,4350,803,2258,1184,1536,803,2543,3346,1938,655,364,957,1349,8157,0.467,0.525,0.356,0.771,0.56,0.528
105,2020-21,MIA,72,40,32,0.556,17380,2824,6029,1892,3423,932,2606,1201,1520,579,2409,2988,1895,569,286,1013,1363,7781,0.468,0.553,0.358,0.79,0.581,0.546
106,2020-21,MIL,72,46,26,0.639,17330,3221,6610,2183,3941,1038,2669,1169,1539,741,2724,3465,1834,585,334,995,1244,8649,0.487,0.554,0.389,0.76,0.593,0.566
107,2020-21,MIN,72,23,49,0.319,17405,2932,6546,1988,3840,944,2706,1265,1662,757,2376,3133,1846,632,398,1027,1507,8073,0.448,0.518,0.349,0.761,0.555,0.52
108,2020-21,BRK,72,48,24,0.667,17405,3106,6289,2086,3689,1020,2600,1305,1623,640,2559,3199,1929,484,379,975,1371,8537,0.494,0.565,0.392,0.804,0.61,0.575
109,2020-21,NOP,72,31,41,0.431,17430,3060,6412,2298,4222,762,2190,1369,1878,845,2568,3413,1872,545,315,1052,1295,8251,0.477,0.544,0.348,0.729,0.57,0.537
110,2020-21,NYK,72,41,31,0.569,17430,2839,6225,1992,4062,847,2163,1181,1506,696,2554,3250,1541,507,365,932,1473,7706,0.456,0.49,0.392,0.784,0.559,0.524
111,2020-21,OKC,72,22,50,0.306,17355,2795,6338,1938,3809,857,2529,1113,1536,715,2568,3283,1588,504,316,1162,1305,7560,0.441,0.509,0.339,0.725,0.539,0.509
112,2020-21,ORL,72,21,51,0.292,17330,2754,6423,1970,4135,784,2288,1196,1543,747,2525,3272,1571,496,318,924,1237,7488,0.429,0.476,0.343,0.775,0.527,0.49
113,2020-21,PHI,72,49,23,0.681,17430,2981,6257,2170,4088,811,2169,1409,1836,722,2522,3244,1706,655,447,1040,1456,8182,0.476,0.531,0.374,0.767,0.579,0.541
114,2020-21,PHO,72,51,21,0.708,17480,3118,6357,2178,3867,940,2490,1124,1347,630,2462,3092,1939,517,312,902,1374,8300,0.49,0.563,0.378,0.834,0.597,0.564
115,2020-21,POR,72,42,30,0.583,17305,2973,6558,1841,3619,1132,2939,1282,1558,766,2441,3207,1531,496,363,799,1362,8360,0.453,0.509,0.385,0.823,0.577,0.54
116,2020-21,SAC,72,31,41,0.431,17305,3067,6382,2193,3982,874,2400,1181,1585,674,2307,2981,1836,543,358,963,1400,8189,0.481,0.551,0.364,0.745,0.578,0.549
117,2020-21,SAS,72,33,39,0.458,17480,3014,6518,2298,4472,716,2046,1254,1584,669,2489,3158,1759,505,366,821,1293,7998,0.462,0.514,0.35,0.792,0.554,0.517
118,2020-21,TOR,72,27,45,0.375,17305,2859,6383,1818,3552,1041,2831,1252,1536,680,2314,2994,1735,618,389,952,1526,8011,0.448,0.512,0.368,0.815,0.567,0.529
119,2020-21,UTA,72,52,20,0.722,17355,2971,6344,1766,3246,1205,3098,1235,1546,765,2709,3474,1703,474,371,1023,1335,8382,0.468,0.544,0.389,0.799,0.597,0.563
120,2020-21,WAS,72,34,38,0.472,17405,3108,6547,2375,4459,733,2088,1449,1884,697,2557,3254,1835,528,297,1037,1555,8398,0.475,0.533,0.351,0.769,0.569,0.531
121,2019-20,ATL,67,20,47,0.299,16280,2723,6067,1918,3651,805,2416,1237,1566,661,2237,2898,1605,523,341,1086,1548,7488,0.449,0.525,0.333,0.79,0.554,0.515
122,2019-20,BOS,72,48,24,0.667,17430,2971,6448,2066,3961,905,2487,1336,1668,768,2549,3317,1655,595,406,995,1553,8183,0.461,0.522,0.364,0.801,0.57,0.531
123,2019-20,CHO,65,23,42,0.354,15750,2425,5586,1640,3355,785,2231,1052,1406,715,2066,2781,1549,428,268,949,1223,6687,0.434,0.489,0.352,0.748,0.539,0.504
124,2019-20,CHI,65,22,43,0.338,15675,2573,5762,1780,3480,793,2282,1006,1332,680,2041,2721,1510,652,265,1005,1417,6945,0.447,0.511,0.348,0.755,0.547,0.515
125,2019-20,CLE,65,19,46,0.292,15725,2619,5715,1892,3645,727,2070,983,1296,704,2172,2876,1500,447,211,1073,1188,6948,0.458,0.519,0.351,0.758,0.553,0.522
126,2019-20,DAL,75,43,32,0.573,18175,3124,6772,1988,3677,1136,3095,1392,1787,791,2729,3520,1849,460,363,953,1462,8776,0.461,0.541,0.367,0.779,0.581,0.545
127,2019-20,DEN,73,46,27,0.63,17745,3069,6488,2268,4254,801,2234,1185,1526,786,2436,3222,1952,586,337,1005,1485,8124,0.473,0.533,0.359,0.777,0.567,0.535
128,2019-20,DET,66,20,46,0.303,15965,2595,5658,1804,3501,791,2157,1097,1476,644,2109,2753,1589,490,299,1008,1299,7078,0.459,0.515,0.367,0.743,0.561,0.529
129,2019-20,GSW,65,15,50,0.231,15725,2510,5730,1832,3698,678,2032,1214,1511,647,2138,2785,1663,534,299,969,1304,6912,0.438,0.495,0.334,0.803,0.54,0.497
130,2019-20,HOU,72,44,28,0.611,17380,2936,6512,1810,3251,1126,3261,1484,1876,704,2484,3188,1557,627,371,1057,1566,8482,0.451,0.557,0.345,0.791,0.578,0.537
131,2019-20,IND,73,45,28,0.616,17620,3075,6457,2332,4411,743,2046,1096,1393,636,2489,3125,1888,543,376,967,1445,7989,0.476,0.529,0.363,0.787,0.565,0.534
132,2019-20,LAC,72,49,23,0.681,17380,2992,6425,2097,4015,895,2410,1498,1894,767,2664,3431,1708,511,338,1051,1594,8377,0.466,0.522,0.371,0.791,0.577,0.535
133,2019-20,LAL,71,52,19,0.732,17090,3006,6269,2224,4027,782,2242,1260,1728,757,2490,3247,1803,612,468,1077,1471,8054,0.48,0.552,0.349,0.729,0.573,0.542
134,2019-20,MEM,73,34,39,0.466,17570,3106,6634,2308,4337,798,2297,1212,1589,754,2643,3397,1965,576,398,1113,1546,8222,0.468,0.532,0.347,0.763,0.561,0.528
135,2019-20,MIA,73,44,29,0.603,17745,2880,6160,1901,3576,979,2584,1440,1840,620,2619,3239,1892,547,332,1088,1501,8179,0.468,0.532,0.379,0.783,0.587,0.547
136,2019-20,MIL,73,56,17,0.767,17595,3160,6638,2153,3798,1007,2840,1336,1800,691,3083,3774,1889,526,429,1102,1431,8663,0.476,0.567,0.355,0.742,0.583,0.552
137,2019-20,MIN,64,19,45,0.297,15560,2586,5865,1733,3325,853,2540,1223,1624,675,2193,2868,1525,555,362,981,1370,7248,0.441,0.521,0.336,0.753,0.551,0.514
138,2019-20,BRK,72,35,37,0.486,17480,2908,6498,1967,3752,941,2746,1291,1732,766,2683,3449,1761,464,323,1099,1510,8048,0.448,0.524,0.343,0.745,0.554,0.52
139,2019-20,NOP,72,30,42,0.417,17430,3065,6598,2083,3942,982,2656,1229,1687,797,2551,3348,1932,539,358,1181,1524,8341,0.465,0.528,0.37,0.729,0.568,0.539
140,2019-20,NYK,66,21,45,0.318,15965,2638,5896,2007,4024,631,1872,1076,1550,795,2274,3069,1456,504,313,946,1464,6983,0.447,0.499,0.337,0.694,0.531,0.501
141,2019-20,OKC,72,44,28,0.611,17430,2879,6156,2109,3985,770,2171,1422,1787,593,2495,3088,1562,550,353,986,1390,7950,0.468,0.529,0.355,0.796,0.573,0.53
142,2019-20,ORL,73,33,40,0.452,17570,2871,6468,2064,4114,807,2354,1282,1656,751,2498,3249,1747,599,396,937,1336,7831,0.444,0.502,0.343,0.774,0.544,0.506
143,2019-20,PHI,73,43,30,0.589,17595,3000,6417,2152,4110,848,2307,1236,1638,764,2553,3317,1884,586,389,1037,1529,8084,0.468,0.524,0.368,0.755,0.566,0.534
144,2019-20,PHO,73,34,39,0.466,17595,3006,6429,2175,4109,831,2320,1451,1740,712,2465,3177,1987,559,290,1077,1609,8294,0.468,0.529,0.358,0.834,0.576,0.532
145,2019-20,POR,74,35,39,0.473,17835,3122,6749,2170,4224,952,2525,1312,1632,754,2599,3353,1525,465,451,946,1606,8508,0.463,0.514,0.377,0.804,0.57,0.533
